"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id","inclusion","labels1","labels2","labels3","exclusion_reasons1","exclusion_reasons2"
"rayyan-219982975","Assessing Ecological Disturbance in Neotropical Forest Landscapes Using High-Level Diversity and High-Level Functionality: Surprising Outcomes from a Case Study with Spider Assemblages",2021,7,1,"LAND","2073-445X",10,7,"","Costa Gonzalez, Darinka and Cajaiba, Reinaldo Lucas and Perico, Eduardo and da Silva, Wully Barreto and Brescovite, Antonio Domingos and Luis Crespi, Antonio Maria and Santos, Mario","","",NA,"[""Univ Tras Os Montes & Alto Douro, CITAB Ctr Res & Technol Agroenvironm & Biol Sci, Inst Innovat Capac Bldg & Sustainabil Agrifood Pr, Lab Appl Ecol, P-5000911 Vila Real, Portugal"", ""Univ Vigo, Campus Auga, Orense 32004, Spain"", ""Univ Tras Os Montes & Alto Douro, Ctr Res & Technol Agroenvironm & Biol Sci CITAB, Inov4Agro, P-5000801 Vila Real, Portugal"", ""Univ Taquari Valley, Lab Ecol & Evolut, BR-95900000 Lajeado, Brazil"", ""Fed Inst Educ Sci & Technol Maranhao, Lab Ecol & Conservat, BR-65393000 Buriticupu, Brazil"", ""Butantan Inst, Lab Zool Collect, BR-05503900 Sao Paulo, Brazil""]","Spiders have been increasingly used as environmental and ecological indicators in conservation and ecosystem management. In the Neotropics, there is a shortage of information regarding spiders' taxonomies and ecological responses to anthropogenic disturbances. To unravel these hitches, we tested the possibility of using high-level diversity and high-level functionality indicators to evaluate spider assemblages' sensitivity to landscape changes. This approach, if proven informative, might overcome the relevant limitations of taxonomic derived indexes, which are considered time-consuming, cost-demanding and dependent on the (few) expert taxonomists' availability. Our results highlight the pertinence of both indicators' responses to the structural changes induced by increasing anthropogenic disturbance, and are associated with reductions in ecosystem complexity, microclimates, and microhabitats. Overall, both indicators were sensitive to structural changes induced by anthropogenic disturbance and should be considered a useful resource for assessing the extent of ecosystems' disruptions in the Neotropics, and also to guide managers in landscapes' restoration.     PU  - MDPI     PI  - BASEL     PA  - ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",NA,"10.3390/land10070758","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982977","Effectiveness of Arbuscular Mycorrhizal Fungal Isolates from the Land Uses of Amazon Region in Symbiosis with Cowpea",2018,3,1,"ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS","[""0001-3765"", ""1678-2690""]",90,1,"357-371","Alves E Silva, Glaucia and Siqueira, Jose O. and Sturmer, Sidney L. and Moreira, Fatima M. S.","","",NA,"[""Univ Fed Lavras UFLA, DCS, Caixa Postal 3037, BR-37200000 Lavras, MG, Brazil"", ""Inst Tecnol Vale, Rua Boaventura da Silva 955, BR-66055090 Belem, PA, Brazil"", ""Univ Reg Blumenau FURB, DCN, Caixa Postal 1507, BR-89010971 Blumenau, SC, Brazil""]","Arbuscular mycorrhizal fungi provide several ecosystem services, including increase in plant growth and nutrition. The occurrence, richness, and structure of arbuscular mycorrhizal fungi communities are influenced by human activities, which may affect the functional benefits of these components of the soil biota. In this study, 13 arbuscular mycorrhizal fungi isolates originating from soils with different land uses in the Alto Solimoes-Amazon region were evaluated regarding their effect on growth, nutrition, and cowpea yield in controlled conditions using two soils. Comparisons with reference isolates and a mixture of isolates were also performed. Fungal isolates exhibited a wide variability associated with colonization, sporulation, production of aboveground biomass, nitrogen and phosphorus uptake, and grain yield, indicating high functional diversity within and among fungal species. A generalized effect of isolates in promoting phosphorus uptake, increase in biomass, and cowpea yield was observed in both soils. The isolates of Glomus were the most efficient and are promising isolates for practical inoculation programs. No relationship was found between the origin of fungal isolate (i. e. land use) and their symbiotic performance in cowpea.     PU  - ACAD BRASILEIRA DE CIENCIAS     PI  - RIO JANEIRO     PA  - RUA ANFILOFIO DE CARVALHO, 29, 3 ANDAR, 20030-060 RIO JANEIRO, BRAZIL",NA,"10.1590/0001-3765201820160189","",NA,NA,"Excluded",NA,NA,NA,"wrong population",NA
"rayyan-219982978","Social innovation and social-ecological development in the Cerrado: the case of agroforestry systems in the Federal District, Brazil",2025,4,NA,"AGROFORESTRY SYSTEMS","[""0167-4366"", ""1572-9680""]",99,4,"","Mello, Natalia de Girao Rodrigues and Gulinck, Hubert and van den Broeck, Pieter and Parra, Constanza","","",NA,"[""Katholieke Univ Leuven, Dept Earth & Environm Sci, Div Geog & Tourism, 200E Celestijnenlaan, B-3001 Louvain, Belgium"", ""Katholieke Univ Leuven, Dept Earth & Environm Sci, Div Forest Nat & Landscape, Celestijnenlaan 200E, B-3001 Louvain, Belgium"", ""Katholieke Univ Leuven, Unity Architecture & Soc, Dept Architecture, Kasteelpark Arenberg 1, B-3001 Louvain, Belgium""]","Global demands for food and feed result in deforestation and consequent social-ecological disturbances across (especially) the Global South. In the Brazilian Cerrado, only 19.8% of natural vegetation remains undisturbed, owing to agribusiness operations. Concerns around the need for more sustainable land-uses hence stir debates in scientific and policy-making arenas. Among these debates, the potentials of agroforestry systems (AFS) have been brought to the fore. AFS have proven to promote more sustainable human-environment interactions, enhance rural livelihoods and partially offset the negative impacts from the loss of natural vegetation in the Cerrado. Uncovering the elements that influence AFS' functioning and outcomes is key for understanding these strategic roles. The aim of this paper is to analyze the mechanisms enabling and hindering the role of AFS as a sustainable development strategy in the Cerrado. More specifically, we analyze the social-ecological interrelationships that shape socially innovative agroforestry practices in the Hydrological Basin of Ribeir & atilde;o Pipiripau, Federal District. Our results show the key role of socially innovative agroforestry in counteracting social-ecological disturbances that characterize the Cerrado. Importantly, our case study contradicts theses positing that increased poverty results in the increased degradation of natural resources. Nonetheless, our results also highlight the complex socio-political structures threatening-and hindering the up-scaling of-the sustainability of the AFS under study. We stress the need for global-to-local policies and practices aiming at enhancing relationships between food and different layers of society.     PU  - SPRINGER     PI  - DORDRECHT     PA  - VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",NA,"10.1007/s10457-025-01152-5","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982980","On the teaching of ecological restoration in Brazil: an analysis of postgraduate courses",2018,9,1,"RESTORATION ECOLOGY","[""1061-2971"", ""1526-100X""]",26,5,"997-1004","Sansevero, Jeronimo B. B. and Alonso, Jorge M. and Booth, Micael C. and Bueno, Mateus M. and Carvalho, Lucas S. and Clemente, Nicolo and Foesch, Meri Diana S. and Mateus, Felipe A. and Valcarcel, Ricardo","","",NA,"[""UFRRJ, IF, BR 465,Km 07, BR-23890000 Seropedica, RJ, Brazil"", ""Univ Fed Rio de Janeiro, COPPE, Cidade Univ, BR-21941972 Rio de Janeiro, RJ, Brazil""]","Several ambitious restoration targets have been set for recovering degraded ecosystems in Brazil (21 million hectares with a legal deficit of native vegetation). The development of scientific knowledge and skilled professionals is necessary to meet this demand and is fundamental for achieving success in medium- and long-term restoration. In this study, we describe the availability and profile of postgraduate courses on ecological restoration in Brazil. We surveyed 272 postgraduate programs, comprising six specific areas of concentration (forestry, soil sciences, botany, environmental engineering, ecology, and environmental science). We analyzed all selected courses in terms of location, approach (economic, social, and legal), and restoration techniques. Only 27% of the postgraduate programs analyzed offer ecological restoration courses, and 49% of these are offered in the southeast region of the country. Regions covered by nonforest ecosystems, such as Pampas, Caatinga, and Pantanal, were poorly represented. Legal aspects were considered in 51% of the courses, whereas social and economic approaches were only considered in 2.7 and 11% of the courses, respectively. Seedling planting (85%) and nucleation (68%) were the most frequently cited techniques of active restoration, and passive restoration was mentioned in 63% of the courses. Our findings highlight the need for increasing postgraduate courses in areas with nonforest ecosystems, especially due to a lack of knowledge about restoration of these areas. The incorporation of economic and social approaches is highly recommended, considering the importance of these attributes in achieving success in large-scale restoration initiatives.     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"10.1111/rec.12662","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982981","The institutional fit of peatland governance in Indonesia",2020,12,NA,"LAND USE POLICY","[""0264-8377"", ""1873-5754""]",99,NA,"","Uda, Saritha Kittie and Schouten, Greetje and Hein, Lars","","",NA,"[""Wageningen Univ & Res, Environm Syst Anal Grp, Droevendaalsesteeg 3,POB 47, NL-6700 AA Wageningen, Netherlands"", ""Univ Palangka Raya, Biol Study Program, Jl Yos Sudarso,Palangka Raya 73111A, Cent Kalimantan, Indonesia"", ""Erasmus Univ, Partnerships Resource Ctr, Rotterdam Sch Management, Burgemeester Oudlaan 50, NL-3062 PA Rotterdam, Netherlands""]","The Government of Indonesia has published a number of policies and regulations to better manage its vast amount of tropical peatland, yet the degradation and conversion of Indonesian peatlands still continues. This paper analyses the institutional fit between Indonesian regulations related to peatland use and the characteristics of peatland users. We reviewed Indonesian legal policies and regulations on peatland use and management and conducted questionnaires and interviews with peatland users and policy makers in order to understand their practices and incentives in relation to the implementation of the four main peatland regulations. We focus on two provinces with large peatland areas: Jambi and Central Kalimantan. Using a framework for assessing the degrees of fit between the rule creators and adopters for peatland management, this paper shows that the degree of technical, political, and cultural fit of Indonesian peatland regulations can be classified as low to moderate. The paper shows that many peatland users are insufficiently aware of peatland regulations. The lack of socialisation on the contents of the regulations and the alternatives for peatland best practices, together with the lack of field monitoring and law enforcement are the important causes of non-compliance with peatland regulations. However, there are ongoing processes of fitting visible that are largely driven by the local government and NGOs. We discuss the degrees of fit and present some lessons for increasing the degree of fit for peatland regulations.     PU  - ELSEVIER SCI LTD     PI  - London     PA  - 125 London Wall, London, ENGLAND",NA,"10.1016/j.landusepol.2018.03.031","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982982","Temporal stability of cavity-nesting bee and wasp communities in different types of reforestation in southeastern Amazonia",2020,11,NA,"RESTORATION ECOLOGY","[""1061-2971"", ""1526-100X""]",28,6,"1528-1540","Araujo, Gustavo J. and Stork-Tonon, Danielle and Izzo, Thiago J.","","",NA,"[""Univ Fed Mato Grosso, Dept Ecol & Bot, Lab Ecol Comunidades, Av Fernando Correa, BR-78060900 Cuiaba, Mato Grosso, Brazil"", ""Univ Estado Mato Grosso, Programa Posgrad Ambiente & Sistemas Prod Agr, BR-78300000 Tangara Da Serra, Brazil""]","Global initiatives to recover degraded areas have intensified in recent years. However, the effectiveness of different reforestation practices in restoring habitat stability and essential resources for species over time is poorly known. We tested the degree of temporal stability of bee and wasp communities reestablishiment in different types of forest regeneration compared to intact primary forest in southern Amazonia. Using trap-nest sampling, we collected, during 12 months, information about the nesting species in six different types of treatments: pastures, teak reforestation, fig and mixed native species, natural regeneration forest, and forest primary. We observed that in all reforested treatments, the abundance and richness of both bees and wasps were greater than in pasture sites. However, not all reforestation strategies had the same degree of effectiveness in maintaining the stability of bee and wasp communities over time than observed in primary forest communities. The high temporal variation in teak structure promoted high instability in bee and wasp communities over time. In contrast, reforestation using perennial species, such as fig or mixed species, resulted in a greater temporal stability of bee and wasp communities, although dissimilarity to primary forest remained high. Communities in natural regeneration were the most similar to primary forest, with high similarity of species composition and high temporal stability across seasons. Our findings suggest that reforestation strategies that promote increased complexity of vegetation structure, and better resemble ""natural"" forests in the provision of habitat resources throughout the year, will better restore and maintain communities through time.     PU  - WILEY     PI  - HOBOKEN     PA  - 111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"10.1111/rec.13250","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982983","Impacts of REDD plus payments on a coupled human-natural system in Amazonia",2018,10,1,"ECOSYSTEM SERVICES","2212-0416",33,NA,"68-76","West, Thales A. P. and Grogan, Kelly A. and Swisher, Marilyn E. and Caviglia-Harris, Jill L. and Sills, Erin O. and Roberts, Dar A. and Harris, Daniel and Putz, Francis E.","","",NA,"[""Univ Bonn, Ctr Dev Res ZEF, D-53113 Bonn, Germany"", ""Univ Florida, Sch Nat Resources & Environm, Gainesville, FL 32611 USA"", ""Univ Florida, Food & Resource Econ Dept, Gainesville, FL 32611 USA"", ""Univ Florida, Family Youth & Community Sci Dept, Gainesville, FL 32611 USA"", ""Salisbury Univ, Econ & Finance Dept, Salisbury, MD 21801 USA"", ""Salisbury Univ, Environm Studies Dept, Salisbury, MD 21801 USA"", ""North Carolina State Univ, Dept Forestry & Environm Resources, Raleigh, NC 27695 USA"", ""Univ Calif Santa Barbara, Dept Geog, Santa Barbara, CA 93106 USA"", ""Salisbury Univ, Dept Geog & Geosci, Salisbury, MD 21801 USA"", ""Univ Florida, Dept Biol, Gainesville, FL 32611 USA""]","We used a hybrid optimization-agent-based model to simulate REDD + (Reduced Emissions from Deforestation and forest Degradation in combination with conservation, sustainable forest management, and enhancement of forest carbon stocks) payment scenarios to farm households in the old deforestation frontier of Rondonia, Brazil. Payments varied from $5 to $30 per ton of net CO2 either not emitted or removed from the atmosphere relative to a baseline scenario. The impacts of REDD+ were assessed as changes in land use/cover, net CO2 emissions, program costs, community welfare, and agricultural production. Our results suggest that interventions aimed at zero gross deforestation would require unrealistically large annual disbursements. In contrast, zero net carbon emissions can be achieved at approximately two-thirds the cost with reduced impacts on food production. Overall, simulated payments increased inequality among households, which conflicts with desired REDD + outcomes. Results suggest that REDD + might be more successful solely as a climate change mitigation mechanism as opposed to a complex multi-objective development program.     PU  - ELSEVIER     PI  - AMSTERDAM     PA  - RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",NA,"10.1016/j.ecoser.2018.08.008","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982985","Tropical Forest Landscape Restoration in Indonesia: A Review",2022,3,NA,"LAND","2073-445X",11,3,"","Indrajaya, Yonky and Yuwati, Tri Wira and Lestari, Sri and Winarno, Bondan and Narendra, Budi Hadi and Nugroho, Hunggul Yudono Setio Hadi and Pratiwi and Turjaman, Maman and Adi, Rahardyan Nugroho and Savitri, Endang and Putra, Pamungkas Buana and Santosa, Purwanto Budi and Nugroho, Nunung Puji and Cahyono, Sigit Andy and Wahyuningtyas, Reni Setyo and Prayudyaningsih, Retno and Halwany, Wawan and Siarudin, Mohamad and Widiyanto, Ary and Rachmanadi, Dony and Utomo, Marcellinus Mandira Budi and Sumardi and Winara, Aji and Wahyuni, Tien and Mendham, Daniel","","",NA,"[""Watershed Management Technol Ctr, Jl Ahmad Yani, Surakarta 57102, Indonesia"", ""Environm & Forestry Res & Dev Inst Banjarbaru, Jl Ahmad Yani Km 28-7, Banjarbaru 70721, Indonesia"", ""Minist Environm & Forestry, Forest Res & Dev Ctr, Jl Gunung Batu 5, Bogor 16118, Indonesia"", ""Environm & Forestry Res & Dev Inst Makassar, Jl P Kemerdekaan Km 16, Makassar 90243, Indonesia"", ""Minist Environm & Forestry, Agroforestry Res & Dev Ctr ARDC, Jalan Raya Ciamis Banjar Km 4, Ciamis 46271, Indonesia"", ""Ctr Forest Biotechnol & Tree Improvement, Jl Palagan Tentara Pelajar Km 15, Pakem 55582, Yogyakarta, Indonesia"", ""Res & Dev Agcy West Java Prov BP2D, Jl Kawaluyaan Indah Raya 6, Bandung 40286, Indonesia"", ""Res & Dev Ctr Dipterocarps Forest Ecosyst, Jl A Wahab Syahranie 68, Kota Samarinda 75119, Indonesia"", ""CSIRO Land & Water, Private Bag 12, Hobart, Tas 7001, Australia""]","Indonesia has the second-largest biodiversity of any country in the world. Deforestation and forest degradation have caused a range of environmental issues, including habitat degradation and loss of biodiversity, deterioration of water quality and quantity, air pollution, and increased greenhouse gas emissions that contribute to climate change. Forest restoration at the landscape level has been conducted to balance ecological integrity and human well-being. Forest restoration efforts are also aimed at reducing CO2 emissions and are closely related to Indonesia's Nationally Determined Contribution (NDC) from the forestry sector. The purpose of this paper is to examine the regulatory, institutional, and policy aspects of forest restoration in Indonesia, as well as the implementation of forest restoration activities in the country. The article was written using a synoptic review approach to Forest Landscape Restoration (FLR)-related articles and national experiences. Failures, success stories, and criteria and indicators for forest restoration success are all discussed. We also discuss the latest silvicultural techniques for the success of the forest restoration program. Restoration governance in Indonesia has focused on the wetland ecosystem such as peatlands and mangroves, but due to the severely degraded condition of many forests, the government has by necessity opted for active restoration involving the planting and establishment of livelihood options. The government has adapted its restoration approach from the early focus on ecological restoration to more forest landscape restoration, which recognizes that involving the local community in restoration activities is critical for the success of forest restoration.     PU  - MDPI     PI  - BASEL     PA  - MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND",NA,"10.3390/land11030328","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982986","Geosystem approach assisting water resources management in Brazil",2022,1,NA,"ENVIRONMENTAL EARTH SCIENCES","[""1866-6280"", ""1866-6299""]",81,2,"","Silva, Kaique Brito and Amorim, Raul Reis","","",NA,"Univ Estadual Campinas UNICAMP, Inst Geociencias, Cidade Univ 200, Campinas, SP, Brazil","The geosystems concept is being used by academic researches and water resources management in Brazilian's watersheds. There is a strong influence on Bertrand's approach, which indicates that the natural and anthropic systems have the same strength to organize geographical landscape. The objective of this paper was to show a current application of the geosystems concept in planning water resources in Brazilian watersheds. This paper is based on a data survey on projects developed in Brazil in the past 10 years, which indicate a geosystemic approach with aspects of water resources management. A total of eight hydrographic regions were identified in the projects. Focus was on mapping environmental fragility and social and environmental vulnerability. The management of water resources in these areas is determined according to the indication of best geosystems for drinking water availability, whether with the implementation of sanitation infrastructures or conservation of headwaters. Mapping geosystems enables the definition of suitable geographical areas to receive (or not) water resources planning actions, either with engineering infrastructures or conservation of headwaters and soils.     PU  - SPRINGER     PI  - NEW YORK     PA  - ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",NA,"10.1007/s12665-022-10166-6","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982987","Scenario-modelling for the sustainable management of non-timber forest products in tropical ecosystems",2020,NA,NA,"BIOTA NEOTROPICA","1676-0603",20,NA,"","Bonde, Loyapin and Assis, Julia Camara and Benavides-Gordillo, Sandra and Canales-Gomez, Erendira and Fajardo, Javier and Marron-Becerra, Aurora and Noguera-Urbano, Elkin A. and Weidlich, Emanuela W. A. and Ament, Judith M.","","",NA,"[""Univ Joseph Ki Zerbo, Lab Plant Biol & Ecol, Ouagadougou, Burkina Faso"", ""West African Sci Serv Ctr Climate Change & Adapte, Ouagadougou, Burkina Faso"", ""Univ Estadual Paulista, Inst Biociencias, Rio Claro, SP, Brazil"", ""Univ Estadual Campinas, Inst Biol, Dept Biol Anim, Campinas, SP, Brazil"", ""Univ Guadalajara, Ctr Univ Costa, Av Univ 203, Puerto Vallarta 48280, Jalisco, Mexico"", ""UN Environm World Conservat Monitoring Ctr UNEP W, Cambridge, England"", ""Univ Int Menendez Pelayo, C Isaac Peral 23, Madrid 28040, Spain"", ""Univ Nacl Autonoma Mexico, Posgrad Ciencias Mar & Limnol, Ciudad De Mexico, Mexico"", ""Inst Invest Recursos Biol, Alexander von Humboldt Ave Paseo Bolivar, Bogota, DC, Colombia"", ""Univ Fed Santa Catarina, Dept Bot, Florianopolis, SC, Brazil"", ""Zool Soc London, Inst Zool, Regents Pk, London NW1 4RY, England"", ""UCL, Ctr Biodivers & Environm Res, Gower St, London WC1E 6BT, England""]","Ecosystems degradation, and consequently biodiversity loss, has severe impacts on people around the world. The Intergovernmental Platform on Biodiversity and Ecosystem Services (IPBES) is one of the international initiatives that have emerged to inform policy makers and aid decisions to prevent further global biodiversity loss, focusing on the interdependence between natural systems and human culture. IPBES promotes the use of scenarios and modelling approaches as a fundamental tool to advance the understanding of the relationships between drivers of change, Nature's Contributions to People (NCP), and social systems. Local-scale case studies with a system approach demonstrating how current knowledge can be used to inform decision-making are still scarce. Here, we present a comprehensive conceptual model and a series of four scenarios under different policies for shea tree species management, as a case-study of applying systems thinking and the NCP concept to a local-scale socio-ecological system. We first characterized the central processes, NCP, drivers and pressures affecting the shea tree system, to investigate the impacts of the multiple uses of the shea tree species on the system as a whole. We then described potential policy options, developed four scenarios, and evaluated them by a Bayesian Belief Network (BBN). We predicted qualitative outcomes of the proposed scenarios: Business-as-usual (BAU), ""Conservation and fair trade"", ""Agroforestry and fair trade"" and ""Industrial development"". We found that the scenarios focussing on conservation, fair trade and agroforestry, can improve the conservation status of shea trees, and enhance well-being in the local communities. In this case study, we demonstrate that the development of a comprehensive conceptual model at a local scale can be a useful exercise to identify opportunities for effective policy strategies and social innovation. The shea tree case study can provide an example for modelling non-timber forest products in other regions around the world that face similar drivers and pressures. Species for which this model could be adapted include Central and South American species such as the Brazilian nut (Bertholletia excelsa), cocoa (Theobroma cacao), andiroba (Carapa guianensis), acai (Euterpe oleracea) and the wax palm (Ceroxylon quindiuense). The model and workflow applied here may thus be used to understand similar socio-ecological systems with local and international economic value across the Neotropical region.     PU  - REVISTA BIOTA NEOTROPICA     PI  - CAMPINAS     PA  - AV. DR. ROMEU TORTIMA, 388 - BARAO GERALDO, CEP 13084-520, CAMPINAS, SP, BRAZIL",NA,"10.1590/1676-0611-BN-2019-0898","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982988","Practise what you preach: a faith-based approach to conservation in Indonesia",2014,1,1,"ORYX","[""0030-6053"", ""1365-3008""]",48,1,"23-29","McKay, Jeanne E. and Mangunjaya, Fachruddin M. and Dinata, Yoan and Harrop, Stuart R. and Khalid, Fazlun","","",NA,"[""Univ Kent, Durrell Inst Conservat & Ecol, Canterbury CT2 7NR, Kent, England"", ""Conservat Int, Indonesia Programme, Jakarta, Indonesia"", ""Fauna & Flora Int, Indonesia Programme, Jakarta, Indonesia"", ""Islamic Fdn Ecol & Environm Sci, Birmingham, W Midlands, England""]","Faith-based teachings on the environment have been identified as a potentially effective form of conservation outreach but one that remains largely untested. Indonesia contains 10% of the world's tropical rainforests and is the most populous Muslim country. A faith-based approach to conservation could therefore yield significant conservation benefits here. Within Islam several key principles in the Qur'an underpin and outline the role of humans in nature conservation. Here, we report on a Darwin Initiative project component that sought to assess the applicability of Islamic teachings to conservation action in West Sumatra. We developed water-conservation-themed sermons that were delivered by project-trained religious leaders in 10 mosques and nine Islamic boarding schools during the holy month of Ramadan. We conducted entry-exit questionnaire surveys to assess levels of concern, awareness and intent to act amongst male (n=389) and female (n=479) worshippers. The results revealed that greater attention should be paid to raising awareness of the linkages between Islam and conservation rather than on conservation principles alone, which were already adequately understood. This study provides the first insights into the important role that women could play within a faith-based project. Female respondents demonstrated greater knowledge and understanding of Islamic teachings about the environment and the services provided by watershed forests. They were also more likely to contribute to conservation activities, suggesting that future projects should seek to involve this often marginalized stakeholder group fully, as well as provide practical ways for men and women to transform words into action.     PU  - CAMBRIDGE UNIV PRESS     PI  - NEW YORK     PA  - 32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",NA,"10.1017/S0030605313001087","",NA,NA,"Excluded",NA,NA,NA,"wrong population",NA
"rayyan-219982989","Decreasing uncertainties and reversing paradigms on the economic performance of agroforestry systems in Brazil",2019,1,1,"LAND USE POLICY","[""0264-8377"", ""1873-5754""]",80,NA,"274-286","Martinelli, Gabrielli do Carmo and Schlindwein, Madalena Maria and Padovan, Milton Parron and Toesca Gimenes, Regio Marcio","","",NA,"[""Fed Univ Grande Dourados, FACE, Agribusiness Postgrad Program, Rodovia Dourados Itahum Km 12,Caixa Postal 533, BR-79825070 Dourados, MS, Brazil"", ""Brazilian Agr Res Corp, Embrapa Agr Oeste, Rodovia BR 163,Km 253,6 Cx Postal 449, BR-79804970 Dourados, MS, Brazil""]","The return on investment in agroforestry depends mainly on meteorological and market variables, both uncontrollable. For this, it is necessary to prepare investment projects to verify the feasibility before executing them, minimizing the risks and uncertainties to the farmer. In this sense, the study aimed to identify the economic and financial viability of a biodiverse agroforestry system to boost income generation and recovery of degraded areas. For this, it was decided to model a biodiverse agroforestry arrangement with the purpose of meeting the new Brazilian Forest Code, Law no. 12,651 of 2012 and promoting economic-financial return to the family farmer in the state of Mato Grosso do Sul. The study method considered the following capital investment valuation techniques: Net Present Value (NPV), Internal Rate of Return (IRR), Equivalent Uniform Annual Worth (EUAW), Discounted Payback Period (DPP), Profitability Index (PI), Modified Internal Rate of Return (MIRR), Benefit Cost Ratio (BCR) and Capital Asset Pricing Model (CAPM). In addition, sensitivity and risk analyzes were developed using Software R (R Development Core Team). There were 10,000 interactions between variables of productivity, price and variable costs. The results demonstrate that the agroforestry system is significantly viable regardless of whether the farmer owns rural property, since net sales revenues can remain higher than the costs over 20 years.     PU  - ELSEVIER SCI LTD     PI  - OXFORD     PA  - THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",NA,"10.1016/j.landusepol.2018.09.019","",NA,NA,NA,NA,NA,NA,NA,NA
"rayyan-219982990","Soil Erosion Satellite-Based Estimation in Cropland for Soil Conservation",2023,1,NA,"REMOTE SENSING","2072-4292",15,1,"","Gallo, Bruna Cristina and Graziano Magalhaes, Paulo Sergio and Dematte, Jose A. M. and Cervi, Walter Rossi and Nunes Carvalho, Joao Luis and Barbosa, Leandro Carneiro and Bellinaso, Henrique and de Mello, Danilo Cesar and Veloso, Gustavo Vieira and Alves, Marcelo Rodrigo and Fernandes-Filho, Elpidio Inacio and Francelino, Marcio Rocha and Goncalves Reynaud Schaefer, Carlos Ernesto","","",NA,"[""Univ Estadual Campinas, Interdisciplinary PhD Program Bioenergy, BR-13083862 Campinas, SP, Brazil"", ""Brazilian Ctr Energy & Mat Res CNPEM, Brazilian Biorenewables Natl Lab LNBR, BR-13083100 Campinas, SP, Brazil"", ""Univ Estadual Campinas, Interdisciplinary Ctr Energy Planning, BR-13083862 Campinas, SP, Brazil"", ""Univ Sao Paulo, Luiz de Queiroz Coll Agr, Dept Soil Sci, BR-13418900 Piracicaba, SP, Brazil"", ""Wageningen Univ & Res, Wageningen Econ Res, NL-6708 PB Wageningen, Netherlands"", ""Univ Fed Vicosa, Dept Soil Sci, BR-36570900 Vicosa, MG, Brazil"", ""Univ West Sao Paulo UNOESTE, Dept Environm & Reg Dev, Rod Raposo Tavares,Km 572 Limoeiro, BR-19067175 Presidente Prudente, SP, Brazil""]","Intensive cropland expansion for an increasing population has driven soil degradation worldwide. Modeling how agroecosystems respond to variations in soil attributes, relief and crop management dynamics can guide soil conservation. This research presents a new approach to evaluate soil loss by water erosion in cropland using the RUSLE model and Synthetic Soil Image (spectroscopy technique), which uses time series remotely sensed environmental, agricultural and anthropic variables, in the southeast region of Sao Paulo State, Brazil. The availability of the open-access satellite images of Tropical Rainfall Measuring Mission (TRMM) and Landsat satellite images provided ten years of rainfall data and 35 years of exposed soil surface. The bare soil surface and agricultural land use were extracted, and the multi-temporal rainfall erosivity was assessed. We predict soil maps' attributes (texture and organic matter) through innovative soil spectroscopy techniques to assess the soil erodibility and soil loss tolerance. The erosivity, erodibility, and topography obtained by the Earth observations were adopted to estimate soil erosion in four scenarios of sugarcane (Saccharum spp.) residue coverage (0%, 50%, 75%, and 100%) in five years of the sugarcane cycle: the first year of sugarcane harvest and four subsequent harvesting years from 2013 to 2017. Soil loss tolerance means 4.3 Mg ha(-1) exceeds the minimum rate in 40% of the region, resulting in a total soil loss of similar to 6 million Mg yr(-1) under total coverage management (7 Mg ha(-1)). Our findings suggest that sugarcane straw production has not been sufficient to protect the soil loss against water erosion. Thus, straw removal is unfeasible unless alternative conservation practices are adopted, such as minimum soil tillage, contour lines, terracing and other techniques that favor increases in organic matter content and soil flocculating cations. This research also identifies a spatiotemporal erosion-prone area that requests an immediately sustainable land development guide to restore and rehabilitate the vulnerable ecosystem service. The high-resolution spatially distribution method provided can identify soil degradation-prone areas and the cropland expansion frequency. This information may guide farms and the policymakers for a better request of conservation practices according to site-specific management variation.     PU  - MDPI     PI  - BASEL     PA  - ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",NA,"10.3390/rs15010020","",NA,NA,NA,NA,NA,NA,NA,NA
