title,abstract,abstract_id
Fractions of Organic Matter and Soil Carbon Balance in Different Phases of an Agroforestry System in the Cerrado: A Ten-Year Field Assessment,integrated production systems composed of trees crops and pastures have shown good results in improving soil quality and the capacity to store carbon in the soil being efficient in mitigating greenhouse gas emissions despite this changes in carbon stocks and soil organic matter fractions in the initial stages of implementing an agroforestry system remain unclear this study evaluated the carbon balance and the dynamics of soil organic matter fractions in an agroforestry system conducted over a decade total carbon labile carbon carbon from particulate organic matter organic carbon associated with minerals and inert carbon were determined at depths 010 cm 1020 cm and 2040 cm soil carbon stocks were also estimated for the 040 cm depth total carbon increased in the agroforestry system compared with a lowproductivity pasture the total carbon stock in the last growing season 6857 mg ha1 was close to the original soil stocks under native cerrado vegetation 765 mg ha1 after 10 years there was a positive balance in the soil carbon stock of both the total carbon and the soil organic matter fractions the successional agroforestry system is a good alternative to increasing soil total carbon stocks and labile and nonlabile fractions of soil organic matter,266
Agroforestry Land Use Land Cover Area Classification Using Decision Tree Algorithm,monitoring the location and extent of agroforestry land use land cover lulc in lampung province is critical for effective policy development and sustainable agroforestry management however existing monitoring efforts have been limited to small regions this study addressed this gap by employing threshold values from five distinct vegetation indices arvi evi gdvi ndvi and savi derived from landsat 9 oli imagery to accurately identify and estimate agroforestry lulc across the lampung province the data collection activities were carried out using a combination of landsat 9 oli satellite imagery acquisition and ground truth validation on 7 classes of different land use forest agroforestry dry land farming ricefield settlements bare land and water bodies within 5600 points of interest poi inside 5 regencies as an area of interest aoi this study aimed to predict agroforestry area based on vegetation indices vis threshold using the decision tree dt algorithm the research process involved a series of systematic steps beginning with satellite image data acquisition and preprocessing vis values extraction and dt sequential for agroforestry areas the dt computation incorporated the value of each lulc type on the 5 vis the result showed that the overall accuracy reached 9159 with a kappa coefficient of 089 indicating a high level of accuracy for land cover identification the dt algorithm calculation showed that the agroforestry in lampung province estimated spanned for 73473961 ha determined only by ndvi and arvi the findings have significant implications for both policy development and agroforestry management accurate lulc classification enhances decisionmaking processes by providing reliable data on land use patterns which can guide sustainable land management practices and support the creation of regionspecific agroforestry policies this research directly informs policymakers on the extent and distribution of agroforestry areas offering a foundation for crafting strategies aimed at promoting sustainable land use while mitigating environmental degradation the methodology also provides a scalable approach for other regions facing similar agroforestry and land management challenges,267
Spectroscopic Investigation on the Effects of Biochar and Soluble Phosphorus on Grass Clipping Vermicomposting,seeking to evaluate the hypothesis that biochar optimises the composting and vermicomposting processes as well as their product quality we carried out field and greenhouse experiments four grass clipping composting treatments only grass grass single superphosphate ssp grass biochar and grass ssp biochar were evaluated at the end of the maturation period 150 days the composts were submitted to vermicomposting eisenia fetida earthworm for an additional 90 days ordinary fine charcoal was selected due to its low cost a byproduct of charcoal production and great availability this is important since the obtained product presents low commercial value a greater maturity of the organic matter humification was observed in the vermicompost treatments compared with the compostonly treatments the addition of phosphate significantly reduced the ph from 67 to 48 doubled the electrical conductivity and inhibited biological activity resulting in less than 2 of the number of earthworms found in the treatment without phosphate the addition of soluble phosphate inhibited the humification process resulting in a lessstable compound with the preservation of labile structures primarily cellulose the p species found corroborate these findings because the pyrophosphate conversion from ssp in the absence of biochar may explain the strong acidification and increased electric conductivity biochar appears to prevent this conversion thus mitigating the deleterious effects of ssp and favouring the formation of organic p species from ssp 785 of p in organic form with biochar compared to only 128 in the treatments without biochar in short biochar decreases pyrophosphate formation from ssp avoiding acidification and salinity therefore biochar improves the whole composting and vermicomposting process and product quality vermicompost with ssp and biochar should be tested as a soil conditioner on account of its greater proportion of stabilized c and organic p,268
Intercropping and environmental seasonality modulate the physiology and growth of Hancornia speciosa (Gomes),background the recovery process of degraded areas with the implantation of orchards of native species is still little known thus we intend to evaluate the physiological performance of hancornia speciosa during different seasons of the year cultivated in full sun and in intercropping for recovery of degraded areas methods intercropping with syagrus oleracea double intercropping with annual crops double intercropping and with s oleracea and annual crops triple intercropping were completed over two years at the beginning of each season crops experimental plots were planted using a nelder wheel design results over the two years h speciosa was observed to experience seasonal regulatory changes some of which were mitigated by the intercropping the cultivation arrangement influenced the physiology and consequently the growth of h speciosa conclusions it is concluded that the double intercropping benefits the growth of h speciosa during the formation of the orchard and the triple intercropping does not affect growth in relation to full sun it is recommended the implantation of orchards of h speciosa in recovery areas through intercropping,269
Cover crops for no-tillage vegetable systems as a climate crisis mitigation strategy in organic Cucurbitaceae production,the conventional vegetable farming model aggravates the climate crisis whereas the notillage system provides a sustainable alternative this study aimed to identify winter cover crops for single cropping and intercropping by evaluating the biomass production and degradability as well as their impact on cucurbitaceae production in organic notillage system the experiment was conducted in an area with cucurbita pepo var melopepo and other with cucumis sativus a randomized complete block design was used with three replicates the treatments included the single cropping of black oat avena strigosa rye secale cereale and vetch vicia sativa as well as the intercropping systems black oat vetch black oat vetch radish raphanus sativus rye vetch radish and winter fallow the poaceae treatments showed a higher biomass production and halflife with the black oat biomass contributing to the greatest zucchini yield whereas the japanese cucumber showed a superior performance when grown with cover crops thus the black oat vetch radish or rye vetch radish intercropping systems are the most recommended ones for the organic notillage system,270
Biodiversity impacts of land use simplification: a case study of dung beetles in a landscape of the Brazilian Atlantic forest,unplanned and invasive use of natural resources can have irreversible implications for the environment appropriate strategies for adequate management could have utmost importance for the conservation of biodiversity environments that harbor a huge structural complexity such as agroforestry systems even the simplest ones may host a high species diversity and may therefore ensure the provision of important ecological services to examine the effect of vegetation structure loss by land use simplification on biodiversity we evaluate dung beetle scarabaeidae scarabaeinae diversity in different land uses considering brazilian atlantic forest cacaorubber agroforestry and rubber monoculture we found a decreasing gradient of dung beetle diversity from forest to monoculture as cacaorubber agroforestry maintaining an intermediate level of dung beetle diversity that is lower than that of the native forest but significantly higher than rubber monoculture species composition is rather similar when comparing forest and agroforestry whereas monoculture holds a different assemblage although monoculture farming is still encouraged by the agribusiness market our results support the idea that agroforestry is a reasonable option to be considered and adapted to compensate the deleterious effects of agriculture intensification on dung beetle diversity we suggest that such land use would be the best choice to ensure dung beetle diversity maintenance in agricultural landscapes,271
Reclamation of Saline Soil under Association between Atriplex nummularia L. and Glycophytes Plants,phytoremediation is an efficient technique for the reclamation of saltaffected soils by growing plants the present study aims to evaluate the intercropping of halophyte atriplex nummularia lindl with naturally occurring species mimosa caesalpiniifolia benth leucaena leucocephala lam de wit and azadirachta indica a juss adapted to semiarid regions as a management capable of enhancing the phytoremediation capacity of these species a field experiment was conducted in a randomized block and contained four replicates species were cultivated alone and in association with a nummularia to evaluate their potential uses in the reclamation of soils exchangeable ca2 mg2 na and k as well as salinity and sodicity variables were evaluated the evaluations were performed at 9 and 18 months of plant growth the results indicated that a nummularia individualized was the treatment most efficient with reductions of 80 63 and 84 in electrical conductivity sodium adsorption ratio and exchangeable sodium percentage values respectively at 18 months compared to starting of the experiment however the use of a nummularia and species adapted to the semiarid in association or even alone promoted beneficial effects on the soil quality after the establishment of the plants,272
Intercropping Short Rotation Timber Species with Teak: Enabling Smallholder Silviculture Practices,community forest management for timber production requires short and longrotation companion species to fulfill the demands of the timber industry improve farmer welfare and maintain environmental sustainability four species falcataria moluccana neolamarckia cadamba acacia mangium and gmelina arborea were tested as shortrotation timber crop companion species for teak tectona grandis on dryrocky soil in the gunungkidul community forest the selection of shortrotation timber species was based on growth performance and survival rate at the teak site two years after planting the viability of g arborea 873 and a mangium 782 was significantly p 005 higher than that of n cadamba 406 and f moluccana 180 g arborea and n cadamba achieved the best growth in terms of height diameter basal area and volume with the growth of a mangium and f moluccana being significantly inferior gmelina arborea has the ability to adapt to teak sites grow well and accompany teak neolamarckia cadamba demonstrated good growth with potential as a teak companion and it demonstrated limited drought tolerance on the dryrocky soils of the study sites acacia mangium had a high survival but produced slow growth indicating that it required an advance evaluation in future years falcataria moluccana has different growing site requirements to teak so the performance was relatively poor at the study site this mixed pattern provides benefits to farmers through commercial thinning of short rotations species 58 years post establishment thinning operations will also increase the productivity of residual teak stands the diversification of timber species in community forests can provide earlier returns enabling the adoption of silviculture management by smallholders and communities,273
Indicators to quantify biodiversity gains for compensation and mineland rehabilitation in the Eastern Amazon,to connect the protection of natural resources to economic development environmental rehabilitation is a promising way to repair and compensate for impacts on biodiversity and ecosystem services here we aimed to compare and select potential indicators for the success of different rehabilitating ecosystems to quantify gains in biodiversity and ecosystem services within the impact mitigation hierarchy we sampled nine environmental variables along rehabilitation chronosequences from rehabilitating i iron mining waste piles ii sand quarries and iii compensation areas in the caraj aacutes national forest from that we computed the rehabilitation status ie the proportion of environmental enhancements compared to the overall rehabilitation trajectory and statistically validated the indicators that best described the status with a mean rehabilitation status for the oldest rehabilitation stages from waste piles sand quarries and compensation areas of 52 71 and 74 respectively we confirmed that rehabilitation activities were able to generate considerable gains in biodiversity in all the cases the shannon diversity phylogenetic diversity and leaf area index performed better than did the other indices encouraging the increased use of these indices for upscale monitoring activities consistent indicators across distinct projects highlight the importance of maximizing tree diversity and canopy closure in rehabilitation projects to increase biodiversity gains within impact mitigation hierarchy,274
ORGANIC MATTER FRACTIONS AND QUALITY OF THE SURFACE LAYER OF A CONSTRUCTED AND VEGETATED SOIL AFTER COAL MINING. II - PHYSICAL COMPARTMENTS AND CARBON MANAGEMENT INDEX,soils constructed after mining often have low carbon c stocks and low quality of organic matter om cover crops are decisive for the recovery process of these stocks improving the quality of constructed soils therefore the goal of this study was to evaluate the effect of cover crops on total organic c toc stocks c distribution in physical fractions of om and the c management index cmi of a soil constructed after coal mining the experiment was initiated in 2003 with six treatments hemarthria altissima t1 paspalum notatum t2 cynodon dactylon t3 urochloa brizantha t4 bare constructed soil t5 and natural soil t6 soil samples were collected in 2009 from the 000003 m layer and the toc and c stocks in the physical particle size fractions carbon in the coarse fraction ccf and mineralassociated carbon mac and density fractions free light fraction flf occluded light fraction olf and heavy fraction hf of om were determined the cmi components carbon pool index cpi lability l and lability index li were estimated by both fractionation methods no differences were observed between toc ccf and mac stocks the lowest c stocks in flf and olf fractions were presented by t2 086 and 061 mg ha1 respectively the values of toc stock c stock in physical fractions and cmi were intermediate greater than t5 and lower than t6 in all treatments indicating the partial recovery of soil quality as a result of the better adaptation of the species hemarthria and brizantha resulting in greater accumulation of labile organic material the cpi l li and cmi values were higher in these treatments suggesting a greater potential of these species for recovery of constructed soils,275
Impact of biochar on nitrous oxide emissions from upland rice,the objective of this research was to assess the emission of nitrous oxide n2o from soil amended with biochar in the culture of upland rice the experiment was conducted in the field in a cerrado haplic plinthosol under randomized block experimental design the treatments consisted of fertilization with 100 kg n ha1 split into two applications 60 at sowing and 40 at 45 days after crop emergence combined with four doses of biochar 0 8 16 and 32 mg ha1 with four replications the application of n and the emission of n2o moisture retention and soil temperature respiration cco2 microbial biomass carbon in the soil csmb total nitrogen tn ph and agronomic efficiency in n use aenu were evaluated five years after the application of biochar there was a significant correlation of the application of biochar with moisture retention r 094 n2o emission r 086 and soil ph r 065 and n2o emissions showed a positive correlation p 005 with soil moisture r 077 and ph r 066 thus the highest n2o emissions were observed shortly after n fertilization and in the treatments with 32 mg ha1 of biochar despite the higher n2o emissions from the application of 32 mg ha1 of biochar the emission factor was lower 081 than the maximum recommended by the ipcc the higher n2o emissions with application of biochar are offset by more efficient use of n and consequently the possibility of reduction of applied doses c 2015 elsevier ltd all rights reserved,276
Functional diversity of bacterial genes associated with aromatic hydrocarbon degradation in anthropogenic dark earth of Amazonia,the objective of this work was to evaluate the catabolic gene diversity for the bacterial degradation of aromatic hydrocarbons in anthropogenic dark earth of amazonia ade and their biochar bc functional diversity analyses in ade soils can provide information on how adaptive microorganisms may influence the fertility of soils and what is their involvement in biogeochemical cycles for this clone libraries containing the gene encoding for the alpha subunit of aromatic ringhydroxylating dioxygenases alphaa rh d bacterial gene were constructed totaling 800 clones these libraries were prepared from samples of an ade soil under two different land uses located at the caldeirao experimental station secondary forest sf and agriculture ag and the biochar sfbc and agbc respectively heterogeneity estimates indicated greater diversity in bc libraries and venn diagrams showed more unique operational protein clusters opc in the sfbc library than the ade soil which indicates that specific metabolic processes may occur in biochar phylogenetic analysis showed unidentified dioxygenases in ade soils libraries containing functional gene encoding for the alpha subunit of the aromatic ringhydroxylating dioxygenases arhd gene from biochar show higher diversity indices than those of ade under secondary forest and agriculture,277
Scenario-modelling for the sustainable management of non-timber forest products in tropical ecosystems,ecosystems degradation and consequently biodiversity loss has severe impacts on people around the world the intergovernmental platform on biodiversity and ecosystem services ipbes is one of the international initiatives that have emerged to inform policy makers and aid decisions to prevent further global biodiversity loss focusing on the interdependence between natural systems and human culture ipbes promotes the use of scenarios and modelling approaches as a fundamental tool to advance the understanding of the relationships between drivers of change natures contributions to people ncp and social systems localscale case studies with a system approach demonstrating how current knowledge can be used to inform decisionmaking are still scarce here we present a comprehensive conceptual model and a series of four scenarios under different policies for shea tree species management as a casestudy of applying systems thinking and the ncp concept to a localscale socioecological system we first characterized the central processes ncp drivers and pressures affecting the shea tree system to investigate the impacts of the multiple uses of the shea tree species on the system as a whole we then described potential policy options developed four scenarios and evaluated them by a bayesian belief network bbn we predicted qualitative outcomes of the proposed scenarios businessasusual bau conservation and fair trade agroforestry and fair trade and industrial development we found that the scenarios focussing on conservation fair trade and agroforestry can improve the conservation status of shea trees and enhance wellbeing in the local communities in this case study we demonstrate that the development of a comprehensive conceptual model at a local scale can be a useful exercise to identify opportunities for effective policy strategies and social innovation the shea tree case study can provide an example for modelling nontimber forest products in other regions around the world that face similar drivers and pressures species for which this model could be adapted include central and south american species such as the brazilian nut bertholletia excelsa cocoa theobroma cacao andiroba carapa guianensis acai euterpe oleracea and the wax palm ceroxylon quindiuense the model and workflow applied here may thus be used to understand similar socioecological systems with local and international economic value across the neotropical region,278
Farmers' assessment of the use value of agrobiodiversity in complex cocoa agroforestry systems in central Cameroon,agroforestry systems in humid tropical areas are complex multispecies cropping systems whose value for farmers is often hard to assess we present the findings of a participatory assessment that we applied to cocoa agroforestry systems this assessment adapted from the pebble distribution method was used to quantify the value given by farmers to each species of their cocoa agroforestry system according to the attributed uses a tree inventory in 50 cocoa agroforests was carried out in central cameroon overall 122 noncocoa tree species were inventoried the mean species richness was 23 species per plot and the mean shannon index was 242 for a mean density of 180 noncocoa trees ha1 and 1511 cocoa trees ha1 cocoa farmers defined seven different uses for tree species including theobroma cacao 81 of the species including cocoa trees had one to seven uses whereas the highest use value was given to t cacao with a mean score of 236 then in descending order the 10 noncocoa species with the highest use values were dacryodes edulis persea americana elaeis guineensis citrus sinensis mangifera indica milicia excelsa cola nitida citrus sp ricinodendron heudelotii and terminalia superba the frequency of noncocoa species was significantly and positively correlated with their use value r2 0914 our results showed that technical innovations designed to improve cocoa agroforestry systems should take into account farmers knowledge to propose them systems so as to be able to more effectively address their expectations,279
Use of cover crops in the southern Amazon region: What is the impact on soil physical quality?,introducing cover crops during the rotation system and offseason can provide numerous benefits to the agricultural system such as increased carbon stock and improved soil aeration however in the southern amazon region owing to the hot and humid climate the cover crops used in agricultural production systems may not have the same beneficial effects in the cerrado region this makes it necessary to introduce and study new species of cover crops that have the potential to improve soil quality the objective of this study was to compare over time the dry matter production of eight cover crops and the effects of their cultivation on the physical attributes of the soil in the southern amazon region the experiment was conducted in a randomized complete block design with analyzes carried out over the 3 years of the experiment in three replicates the treatments were composed of eight cover crops crotalaria crotalaria spectabilis pigeon pea cajanus cajan velvetbean mucuna aterrima buckwheat fagopyrum esculentum ruziziensis grass urochloa ruziziensis brizantha grass urochloa brizantha pearl millet pennisetum glaucum and finger millet eleusine coracana and three evaluation years 2014 2015 and 2016 the cover crops used in the experiment were selected based on their adaptation to the growing conditions and because they have characteristics of agricultural interest in addition cover crops chosen can be used in soybeanmaize rotation systems soybeanmaize succession systems as well as in agriculturelivestock integration systems through integrated cultivation systems using undisturbed soil samples were analyzed the physical variables porosity mechanical resistance to root penetration and water retention pore size distribution was calculated using the first derivative of the equation of van genuchten and s index was determined by the angle of inclination of the soil water retention curve inflection point the results show that leguminous and grassy cover crops act differently under physical soil attributes over time the results indicated that the cultivation of grasses such as p glaucum increased the values of macroporosity 018 m3 m3 in the 000010 m layer at the end of the third year of cultivation consequently reduced the value of soil density up to 114 mg m3 and mechanical resistance to root penetration up to 177 mpa the largest accumulation of dry matter was obtained with the cultivation of u brizantha which consequently proved to be the best cultivation option in the offseason in the southern amazon region the study provides a better understanding of the influence of cover crops on the physical attributes of the soil which will contribute to making the correct recommendation of cover crops that can improve the physical properties of the soil in agricultural frontier regions in the southern amazon rainforest,280
Voisin Rational Grazing as a Sustainable Alternative for Livestock Production,simple summary to meet current global food supply challenges researchers and technicians are searching for alternative livestock systems that promote highly sustainable animal productivity and farm profitability while having a positive environmental footprint in this narrative review we highlight one such system voisin rational grazing vrg vrg is a regenerative livestock farming system proposed by french scientist andre voisin in the 1950s and further developed in brazil in the 1970s vrg has been applied in many countries with vastly different ecosystems like other regenerative systems vrg provides a range of ecosystem services including negative net carbon emission reduced soil erosion and increased biodiversity because vrg is also focused on animal performance farmers applying vrg are more resilient against the adversities confronting farmers practicing more conventional farming systems vrg requires a paradigm shift from the farmers and thus its uptake may be hindered if there is not enough support within the community here we provide a comprehensive overview of vrg along with its benefits and constraints current livestock practices do not meet current realworld social and environmental requirements pushing farmers away from rural areas and only sustaining high productivity through the overuse of fossil fuels causing numerous environmental side effects in this narrative review we explore how the voisin rational grazing vrg system responds to this problem vrg is an agroecological system based on four principles that maximise pasture growth and ruminant intake while at the same time maintaining system sustainability it applies a wide range of regenerative agricultural practices such as the use of multispecies swards combined with agroforestry planning allows grazing to take place when pastures reach their optimal resting period thus promoting vigorous pasture regrowth moreover paddocks are designed in a way that allow animals to have free access to water and shade improving overall animal welfare in combination these practices result in increased soil c uptake and soil health boost water retention and protect water quality vrg may be used to provide ecosystem services that mitigate some of the current global challenges and create opportunities for farmers to apply greener practices and become more resilient it can be said that vrg practitioners are part of the initiatives that are rethinking modern livestock agriculture its main challenges however arise from social constraints more specifically local incentives and initiatives that encourage farmers to take an interest in the ecological processes involved in livestock farming are still lacking little research has been conducted to validate the empirical evidence of vrg benefits on animal performance or to overcome vrg limitations,281
Biochar decreases dissolved organic carbon but not nitrate leaching in relation to vinasse application in a Brazilian sugarcane soil,objectives sugarcane cultivation is associated with catchmentwide impacts related to application of vinasse a nutrientdense effluent with high eutrophication potential we evaluated the potential for biochar charcoal produced from pyrolyzed filtercake to mitigate carbon and nutrient leaching in a cultivated brazilian ferralsol after vinasse applicationmethods twelve soil columns soil alone s soil with vinasse sv soil with vinasse and biochar svb and soil with biochar sb were flushed with water and then treated with water or vinasse samples collected via vacuum filtration were examined via uvvis and fluorescence spectroscopyresults biochar attenuated dissolved organic carbon doc leaching in soil s vs sb as well as in relation to vinasse application sv vs svb biocharamended soil preferentially retained highmolecular weight humiclike doc species as revealed by fluorescence spectroscopy and optical indices but did not retain lowweight amino acidlike species vinasse application also increased total no3 flux which may have been exacerbated by biochar coapplicationconclusions vinasse treatment strongly affects carbon and no3 fluxes in this tropical soil biochar attenuated doc leaching likely through stabilization of complex compounds already present in soil but did not lessen not fluxes thus biochar amendments in vinasse application areas may decrease carbon leaching c 2014 elsevier ltd all rights reserved,282
Multi-year double cropping biochar field trials in Nepal: Finding the optimal biochar dose through agronomic trials and cost-benefit analysis,poor water and nutrient retention are the major soil fertility limitations in the low productivity agricultural soils of nepal the addition of biochar to these soils is one way these hindrances can be overcome in the present study six different biochar doses control 5 t ha1 10 t ha1 15 t ha1 25 t ha1 and 40 t ha1 were applied to amoderately acidic silty loam soil from rasuwa nepal and the effects on soil physicochemical properties and maize and mustard yield over three years ie six cropping seasons were investigated biochar addition did not show significant effects on maize and mustard grain yield in the first year however significant positive effects p 001 were observed during the second and third years during the second year maize grain yield significantly increased by 50 47 and 93 and mustard grain yield by 96 128 and 134 at 15 t ha1 25 t ha1 and 40 t ha1 of biochar respectively a similar significant increase in yield of both crops was observed in the third year yields for both maize and mustard correlated significantly p 0001 with plant available p k ph total oc cec base saturation and increased as a function of biochar additionon the basis of the measured crop yields for the various biochar doses a costbenefit analysis was carried out and gross margin was calculated to optimize biochar dose for local farming practice total costs included financial cost farm input labor and biochar production cost health cost and methane emission cost during biochar production health costs were a minor factor 2 of total biochar preparation cost whereas methane emission costs were significant up to 30 of biochar cost depending on the c price total income comprised sale of crops and carbon sequestration credits the costbenefit analysis showed that the optimal biochar application dose was 15 t ha1 for all c price scenarios increasing gross margin by 21 and 53 respectively for 0 and 42 us per ton co2 price scenarios in the current situation only the 0 us price scenario is realistic for rural farmers in nepal but this still gives benefits of biochar amendment which are capped at a 15 t ha1 biochar addition c 2018 the authors published by elsevier bv,283
"Increasing complexity of agroforestry systems benefits nutrient cycling and mineral-associated organic carbon storage, in south-eastern Brazil",agroforestry systems are often promoted as solutions to address land degradation and climate change however agroforestry is an umbrella term for a large variety of systems and it is not clear how their degree of complexity influences their provision of soilbased ecosystem services such as soil organic carbon soc storage and nutrient cycling furthermore a knowledge gap remains whether agroforestry systems perform equally well on all soil types the objectives of this study were 1 to assess the links between agroforestry complexity nutrient cycling and soc fractions and 2 to assess how soil texture influences these relationships in brazilian agroforestry systems we sampled 59 agroforestry plots across 30 sites in sao paulo state brazil and 8 monocrop sites 6 pastures and 2 crop monocultures the 38 sites represented a soil textural gradient ranging from very sandy to very clayey clay content range 25 620 g kg1 an agroforestry complexity index aci was defined based on tree species richness stem density and pruning management nutrient n p k ca mg and c contents were determined in litter and soil 030 cm depth samples and mineralassociated organic c maoc and particulate organic c poc in soil samples were assessed as well aci was positively associated with c n p ca and mg stocks in litter and these litter nutrients were in turn positively associated with the corresponding soil nutrient stocks associations between soil nutrients and maoc were stronger on sandy soils than on clayey soils particularly for p ca and cation exchange capacity cec for poc robust relationships with nutrients were only found on sandy soils structural equation models indicated causal relationships between agroforestry complexity p and ca cycling and maoc and poc stocks in topsoils our results indicate that nutrients effectively cycle from in situ mulch into plantavailable soil pools and highlight the synergies between nutrient cycling and stable c stocks that can be achieved in complex agroforestry systems these synergies seem to be particularly strong on sandy soils 15 clay 2023 the authors,284
Deposition and Decomposition of Signal Grass Pasture Litter under Varying Nitrogen Fertilizer and Stocking Rates,increasing pressure on land used for animal production demands more efficient production systems soil nutrients required for plant growth are usually the limiting factor in pasture productivity in the tropics thus understanding nutrient cycling in grasslands is crucial to maintaining pasture sustainability where litter deposition and decomposition are important components of the nutrient cycle this research evaluated the effects of stocking rate sr 20 39 and 58 animal units au ha1 1 au 450 kg cattle live weight and n fertilization 0 150 and 300 kg n ha1 yr1 on litter mass and chemical composition in signal grass brachiaria decumbens stapf pastures during two grazing seasons 2009 and 2010 1709 and 2103 kg organic matter om ha1 respectively in 2009 the highest sr treatments 39 and 58 au ha1 had less litter mass accumulation 2093 and 2205 kg om ha1 respectively than the lowest sr 2750 kg om ha1 litter deposition rate was similar among sr treatments and between years and averaged 26 kg om ha1 d1 litter n concentration increased with increasing n fertilization only in the second year 86 vs 117 g kg1 at 0 and 300 kg n ha1 respectively nitrogen fertilization reduced litter cn ratio for the range of sr tested but the reduction was more pronounced for the lowest sr 531 vs 291 for 0 and 300 kg n ha1 respectively nitrogen fertilization mitigated the negative effect of increasing sr on litter mass deposition and chemical composition by stimulating plant regrowth,285
"Carbon sequestration and nutrient cycling in agroforestry systems on degraded soils of Eastern Amazon, Brazil",land degradation and rural poverty are widespread in the eastern brazilian amazon slashandburn agriculture is the main source of livelihood in small farms but also a driver of degradation in this context agroforestry systems afs are an alternative for climate change mitigation and land restoration allying food security and ecosystem services reestablishment we evaluated the increment of carbon stock abovegroundbiomass necromass and soil and standing litter nutrients in afs and compared with natural succession treatments were established in 30 30m plots with six repetitions randomized block design on a very degraded soil at uema school farm in eastern amazon in afs the 17 planted tree species of local interest for fruit timber nfixing were associated with agricultural species and fertilized according to local standards carbon stock was measured in 2012 before the experiment setup baseline and in 2018 aboveground carbon increment mg ha1 was higher in afs 2679 2341 than in natural succession 113 15 because of tree and shrub cover as a result of planting efforts we found very high variability in plant development and carbon sequestration between plots soil organic carbon did not present increment between 2012 and 2018 and no differences between treatments were found in 2018 species choice plays a keyhole for carbon sequestration and nutrient cycling reestablishment areas under natural succession presented very low resilience evidencing the need for active restoration diverse agroforestry systems are an efficient strategy to restore forest cover on degraded soils of amazon allying ecosystem services reestablishment and production 2020 springer nature bv,286
Influence of Acacia mangium on Soil Fertility and Bacterial Community in Eucalyptus Plantations in the Congolese Coastal Plains,productivity and sustainability of tropical forest plantations greatly rely on regulation of ecosystem functioning and nutrient cycling ie the link between plant growth nutrient availability and the microbial community structure so far these interactions have never been evaluated in the acacia and eucalyptus forest planted on infertile soils in the congolese coastal plains in the present work the soil bacterial community has been investigated by metabarcoding of the 16s rrna bacterial gene in different stands of monoculture and mixedspecies plantation to evaluate the potential of nitrogenfixing trees on nutrient and bacterial structure at the phylum level the soil bacterial community was dominated by actinobacteria followed by proteobacteria firmicutes and acidobacteria a principal coordinate analysis revealed that bacterial communities from pure eucalyptus compared to those from plantations containing acacia in pure and mixedspecies stands showed different community composition betadiversity regardless of the large variability of the studied soils the prevalence of firmicutes phylum and lower bacterial richness and phylogenic diversity were reported in stands containing acacia relative to the pure eucalyptus distancebased redundancy analysis revealed a positive correlation of available phosphorus p and carbonnitrogen cn ratio with bacterial community structure however the spearman correlation test revealed a broad correlation between the relative abundance of bacterial taxa and soil attributes in particular with sulfur s and carbon c suggesting the important role of soil bacterial community in nutrient cycling in this type of forest management concerning mixed plantations a shift in bacterial community structure was observed probably linked to other changes ie improvement in soil fertility enhanced p and c dynamics in forest floor and soil and increase in soil n status and c sequestration in both soil and stand wood biomass with the great potential impact to mitigate climate change overall our findings highlight the role of soil attributes especially c s available p and cn ratio at a lesser extent in driving the soil bacterial community in mixedspecies plantations and its potential to improve soil fertility and to sustain eucalyptus plantations established on the infertile and sandy soils of the congolese coastal plains,287
Potential of biochar to restoration of microbial biomass and enzymatic activity in a highly degraded semiarid soil,biochar is an effective material for enhancing soil ecosystem services however the specific impacts of biochar on microbial indicators particularly in degraded soils remain poorly understood this study aimed to evaluate the effects of biochar produced from cashew residues and sewage sludge in a highly degraded soil on microbial indicators we analyzed soil chemical composition and microbial biomass c and n enzyme activity and stoichiometry cashew biochar increased soil respiration indicating a higher availability of c to microorganisms compared to sewage sludge biochar and a better adaptation of soil microbial communities to crich organic material obtained from a native plant although the biochar differentially impacted microbial biomass c both significantly increased n in the microbial biomass arylsulphatase activity did not respond to biochar application while betaglucosidase urease and phosphatases showed significant changes with biochar treatments importantly stoichiometry and vector analysis revealed that both types of biochar increased p limitation for soil microbes conversely both biochar alleviated c and n limitations for the soil microbes thus biochar applications in highly degraded soils should be supplemented with external p sources to maintain soil functions mainly for cashew residues our results provide evidence that biochar can restore soil biological properties and enhance the availability of c and n to microorganisms these findings have significant implications for restoration practices in degraded lands of semiarid regions,288
